amount,year_month,year,month,day,category_Bills & Fees,category_Food & Drinks,category_Transport,account_Cash,account_Metro Card,account_Salary Bank,account_Savings Bank,type_EXPENSE,type_INCOME,type_TRANSFER
259000.0,2024-03,2024,3,21,True,False,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,21,True,False,False,False,False,True,False,False,True,False
230000.0,2024-03,2024,3,21,True,False,False,False,False,True,False,True,False,False
200000.0,2024-03,2024,3,21,False,False,True,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,19,False,False,True,False,True,False,False,True,False,False
25000.0,2024-03,2024,3,19,False,True,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,19,False,False,True,False,True,False,False,True,False,False
260000.0,2024-03,2024,3,19,False,True,False,False,False,True,False,True,False,False
430000.0,2024-03,2024,3,19,True,False,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,18,False,False,True,False,True,False,False,True,False,False
110000.0,2024-03,2024,3,17,False,False,True,True,False,False,False,True,False,False
30000.0,2024-03,2024,3,16,False,True,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,16,True,False,False,False,False,True,False,True,False,False
40000.0,2024-03,2024,3,15,False,True,False,False,False,True,False,True,False,False
20000.0,2024-03,2024,3,15,False,True,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,15,False,False,True,False,True,False,False,True,False,False
74000.0,2024-03,2024,3,15,False,False,True,False,False,True,False,True,False,False
105000.0,2024-03,2024,3,14,False,True,False,False,False,True,False,True,False,False
30000.0,2024-03,2024,3,13,False,True,False,False,False,True,False,True,False,False
8000.0,2024-03,2024,3,13,True,False,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,12,True,False,False,False,False,True,False,True,False,False
60000.0,2024-03,2024,3,12,True,False,False,False,False,True,False,True,False,False
90000.0,2024-03,2024,3,12,False,True,False,False,False,True,False,True,False,False
150000.0,2024-03,2024,3,12,False,True,False,False,False,True,False,True,False,False
30000.0,2024-03,2024,3,12,False,True,False,False,False,True,False,True,False,False
30000.0,2024-03,2024,3,11,False,True,False,False,False,True,False,True,False,False
9000.0,2024-03,2024,3,10,True,False,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,10,True,False,False,False,False,True,False,True,False,False
10000.0,2024-03,2024,3,9,False,True,False,False,False,True,False,True,False,False
200000.0,2024-03,2024,3,9,False,False,True,False,False,True,False,True,False,False
10000.0,2024-03,2024,3,8,False,True,False,False,False,True,False,True,False,False
30000.0,2024-03,2024,3,8,False,True,False,False,False,True,False,True,False,False
60000.0,2024-03,2024,3,7,False,True,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,7,False,False,True,True,False,False,False,True,False,False
20000.0,2024-03,2024,3,7,False,False,True,True,False,False,False,True,False,False
25000.0,2024-03,2024,3,7,False,False,True,True,False,False,False,True,False,False
35000.0,2024-03,2024,3,7,False,False,True,False,True,False,False,True,False,False
10000.0,2024-03,2024,3,7,False,False,True,True,False,False,False,True,False,False
0.0,2024-03,2024,3,7,False,False,True,False,False,True,False,False,False,True
0.0,2024-03,2024,3,7,False,False,True,False,False,True,False,False,False,True
35000.0,2024-03,2024,3,6,False,False,True,False,True,False,False,True,False,False
10000.0,2024-03,2024,3,6,False,True,False,True,False,False,False,True,False,False
35000.0,2024-03,2024,3,6,False,False,True,False,True,False,False,True,False,False
125000.0,2024-03,2024,3,6,False,True,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,6,True,False,False,False,False,True,False,True,False,False
99000.0,2024-03,2024,3,6,True,False,False,False,False,True,False,True,False,False
5530.0,2024-03,2024,3,6,False,False,True,False,False,False,True,False,True,False
35000.0,2024-03,2024,3,5,False,False,True,False,True,False,False,True,False,False
10000.0,2024-03,2024,3,5,False,False,True,True,False,False,False,True,False,False
35000.0,2024-03,2024,3,5,False,False,True,False,True,False,False,True,False,False
20000.0,2024-03,2024,3,4,False,True,False,False,False,True,False,True,False,False
25000.0,2024-03,2024,3,4,False,True,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,4,False,False,True,True,False,False,False,True,False,False
35000.0,2024-03,2024,3,4,False,False,True,False,True,False,False,True,False,False
80000.0,2024-03,2024,3,4,True,False,False,True,False,False,False,True,False,False
0.0,2024-03,2024,3,4,False,False,True,False,False,True,False,False,False,True
60000.0,2024-03,2024,3,3,False,True,False,False,False,True,False,True,False,False
150000.0,2024-03,2024,3,3,True,False,False,False,False,True,False,True,False,False
100000.0,2024-03,2024,3,3,False,True,False,False,False,True,False,True,False,False
150000.0,2024-03,2024,3,3,False,True,False,False,False,True,False,True,False,False
419000.0,2024-03,2024,3,2,True,False,False,False,False,True,False,True,False,False
476000.0,2024-03,2024,3,2,True,False,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,2,True,False,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,2,True,False,False,False,False,True,False,True,False,False
60000.0,2024-03,2024,3,1,False,True,False,False,False,True,False,True,False,False
35000.0,2024-03,2024,3,1,False,False,True,False,True,False,False,True,False,False
35000.0,2024-03,2024,3,1,False,False,True,False,True,False,False,True,False,False
35000.0,2024-03,2024,3,1,True,False,False,False,False,True,False,True,False,False
599000.0,2024-02,2024,2,29,True,False,False,False,False,True,False,True,False,False
60000.0,2024-02,2024,2,29,False,True,False,False,False,True,False,True,False,False
35000.0,2024-02,2024,2,29,False,False,True,False,False,True,False,False,True,False
45020.0,2024-02,2024,2,29,False,False,True,False,False,False,True,True,False,False
0.0,2024-02,2024,2,29,False,False,True,False,False,False,True,False,True,False
100000.0,2024-02,2024,2,29,False,False,True,False,False,False,True,True,False,False
100000.0,2024-02,2024,2,29,True,False,False,True,False,False,False,True,False,False
150000.0,2024-02,2024,2,29,True,False,False,True,False,False,False,True,False,False
10000.0,2024-02,2024,2,28,False,False,True,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,28,False,False,True,False,True,False,False,True,False,False
60000.0,2024-02,2024,2,28,False,True,False,False,False,False,True,True,False,False
35000.0,2024-02,2024,2,28,False,False,True,True,False,False,False,True,False,False
15000.0,2024-02,2024,2,28,False,False,True,True,False,False,False,True,False,False
10000.0,2024-02,2024,2,27,False,False,True,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,27,False,False,True,False,True,False,False,True,False,False
140000.0,2024-02,2024,2,27,False,True,False,False,False,False,True,True,False,False
10000.0,2024-02,2024,2,27,False,False,True,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,27,False,True,False,False,False,False,True,True,False,False
35000.0,2024-02,2024,2,27,False,False,True,False,True,False,False,True,False,False
0.0,2024-02,2024,2,26,False,False,True,False,False,False,True,False,False,True
10000.0,2024-02,2024,2,26,False,False,True,True,False,False,False,True,False,False
60000.0,2024-02,2024,2,26,False,True,False,False,False,False,True,True,False,False
0.0,2024-02,2024,2,26,False,False,True,False,False,False,True,False,False,True
940000.0,2024-02,2024,2,26,False,False,True,False,False,False,True,False,True,False
10000.0,2024-02,2024,2,26,False,False,True,True,False,False,False,True,False,False
10000.0,2024-02,2024,2,26,False,False,True,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,26,False,False,True,False,True,False,False,True,False,False
35000.0,2024-02,2024,2,26,False,False,True,False,True,False,False,True,False,False
200000.0,2024-02,2024,2,26,True,False,False,True,False,False,False,True,False,False
50000.0,2024-02,2024,2,26,True,False,False,True,False,False,False,True,False,False
50000.0,2024-02,2024,2,24,False,True,False,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,24,False,True,False,True,False,False,False,True,False,False
25000.0,2024-02,2024,2,23,False,True,False,True,False,False,False,True,False,False
10000.0,2024-02,2024,2,23,False,False,True,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,23,False,False,True,False,True,False,False,True,False,False
10000.0,2024-02,2024,2,23,False,False,True,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,23,False,False,True,False,True,False,False,True,False,False
50000.0,2024-02,2024,2,22,True,False,False,False,False,False,True,True,False,False
10000.0,2024-02,2024,2,22,False,False,True,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,22,False,False,True,False,True,False,False,True,False,False
180000.0,2024-02,2024,2,22,True,False,False,False,False,False,True,True,False,False
10000.0,2024-02,2024,2,22,False,False,True,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,22,False,False,True,False,True,False,False,True,False,False
30000.0,2024-02,2024,2,21,False,True,False,False,False,False,True,True,False,False
10000.0,2024-02,2024,2,21,False,False,True,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,21,False,False,True,False,True,False,False,True,False,False
259000.0,2024-02,2024,2,21,True,False,False,False,False,False,True,True,False,False
9000.0,2024-02,2024,2,20,True,False,False,False,False,False,True,True,False,False
10000.0,2024-02,2024,2,20,False,False,True,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,20,False,False,True,False,True,False,False,True,False,False
35000.0,2024-02,2024,2,20,False,False,True,False,True,False,False,True,False,False
10000.0,2024-02,2024,2,19,False,False,True,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,19,False,False,True,False,True,False,False,True,False,False
35000.0,2024-02,2024,2,19,False,False,True,False,False,False,True,True,False,False
0.0,2024-02,2024,2,19,False,False,True,False,False,False,True,False,False,True
0.0,2024-02,2024,2,18,False,False,True,False,False,False,True,False,False,True
250000.0,2024-02,2024,2,18,False,True,False,False,False,False,True,True,False,False
40000.0,2024-02,2024,2,18,False,True,False,False,False,False,True,True,False,False
40000.0,2024-02,2024,2,18,False,True,False,True,False,False,False,True,False,False
150000.0,2024-02,2024,2,18,True,False,False,False,False,False,True,True,False,False
50000.0,2024-02,2024,2,18,True,False,False,True,False,False,False,True,False,False
430000.0,2024-02,2024,2,17,True,False,False,False,False,False,True,True,False,False
20000.0,2024-02,2024,2,17,False,True,False,False,False,False,True,True,False,False
16000.0,2024-02,2024,2,17,False,False,True,True,False,False,False,True,False,False
130000.0,2024-02,2024,2,17,False,False,True,False,False,False,True,False,True,False
35000.0,2024-02,2024,2,16,False,False,True,False,True,False,False,True,False,False
35000.0,2024-02,2024,2,16,False,False,True,False,True,False,False,True,False,False
35000.0,2024-02,2024,2,15,False,False,True,False,True,False,False,True,False,False
100000.0,2024-02,2024,2,14,False,True,False,False,False,False,True,True,False,False
100000.0,2024-02,2024,2,14,False,False,True,False,False,False,True,True,False,False
100000.0,2024-02,2024,2,14,False,False,True,False,False,False,True,True,False,False
35000.0,2024-02,2024,2,13,False,False,True,False,True,False,False,True,False,False
0.0,2024-02,2024,2,13,False,False,True,False,False,False,True,False,False,True
35000.0,2024-02,2024,2,13,False,False,True,False,True,False,False,True,False,False
10000.0,2024-02,2024,2,13,False,False,True,True,False,False,False,True,False,False
35000.0,2024-02,2024,2,12,False,False,True,False,True,False,False,True,False,False
10000.0,2024-02,2024,2,12,False,False,True,True,False,False,False,True,False,False
2000.0,2024-02,2024,2,12,False,False,True,False,True,False,False,False,True,False
130000.0,2024-02,2024,2,11,False,True,False,False,False,False,True,True,False,False
45000.0,2024-02,2024,2,10,False,True,False,False,False,False,True,True,False,False
20000.0,2024-02,2024,2,10,False,False,True,True,False,False,False,True,False,False
145000.0,2024-02,2024,2,9,False,True,False,False,False,False,True,True,False,False
998000.0,2024-02,2024,2,9,True,False,False,False,False,False,True,True,False,False
2000.0,2024-02,2024,2,9,False,False,True,False,False,False,True,False,True,False
102000.0,2024-02,2024,2,8,True,False,False,False,False,False,True,True,False,False
247000.0,2024-02,2024,2,8,False,True,False,False,False,False,True,True,False,False
2000.0,2024-02,2024,2,8,False,False,True,False,False,False,True,True,False,False
999000.0,2024-02,2024,2,8,True,False,False,False,False,False,True,True,False,False
799000.0,2024-02,2024,2,8,True,False,False,False,False,False,True,True,False,False
35000.0,2024-02,2024,2,7,False,False,True,False,False,False,True,True,False,False
1000.0,2024-02,2024,2,7,True,False,False,False,False,False,True,True,False,False
440000.0,2024-02,2024,2,6,False,False,True,False,False,False,True,True,False,False
35000.0,2024-02,2024,2,6,True,False,False,False,False,False,True,True,False,False
0.0,2024-02,2024,2,5,False,False,True,False,False,False,True,False,False,True
90000.0,2024-02,2024,2,5,False,True,False,False,False,False,True,True,False,False
400000.0,2024-02,2024,2,5,True,False,False,False,False,False,True,True,False,False
40000.0,2024-02,2024,2,5,False,False,True,True,False,False,False,True,False,False
4450.0,2024-02,2024,2,3,True,False,False,False,False,False,True,False,True,False
839000.0,2024-02,2024,2,3,True,False,False,False,False,False,True,True,False,False
20000.0,2024-02,2024,2,3,False,False,True,False,False,False,True,True,False,False
35000.0,2024-02,2024,2,3,True,False,False,False,False,False,True,True,False,False
200000.0,2024-02,2024,2,2,False,False,True,False,False,False,True,True,False,False
299000.0,2024-02,2024,2,2,True,False,False,False,False,False,True,True,False,False
99000.0,2024-02,2024,2,1,True,False,False,False,False,False,True,True,False,False
40000.0,2024-02,2024,2,1,False,True,False,False,False,False,True,True,False,False
100000.0,2024-02,2024,2,1,True,False,False,False,False,False,True,True,False,False
100000.0,2024-02,2024,2,1,True,False,False,False,False,False,True,True,False,False
35000.0,2024-02,2024,2,1,True,False,False,False,False,False,True,True,False,False
88000.0,2024-01,2024,1,31,True,False,False,False,False,False,True,True,False,False
100000.0,2024-01,2024,1,31,False,False,True,False,False,False,True,True,False,False
200000.0,2024-01,2024,1,31,True,False,False,False,False,False,True,True,False,False
35000.0,2024-01,2024,1,31,True,False,False,False,False,False,True,True,False,False
60000.0,2024-01,2024,1,31,False,True,False,False,False,False,True,True,False,False
100000.0,2024-01,2024,1,31,True,False,False,False,False,False,True,False,True,False
100000.0,2024-01,2024,1,31,True,False,False,False,False,False,True,True,False,False
35000.0,2024-01,2024,1,31,True,False,False,False,False,False,True,False,True,False
100000.0,2024-01,2024,1,30,True,False,False,False,False,False,True,True,False,False
200000.0,2024-01,2024,1,30,True,False,False,False,False,False,True,False,True,False
100000.0,2024-01,2024,1,30,True,False,False,False,False,False,True,True,False,False
100000.0,2024-01,2024,1,29,True,False,False,False,False,False,True,False,True,False
35000.0,2024-01,2024,1,29,False,False,True,False,False,False,True,True,False,False
700000.0,2024-01,2024,1,29,True,False,False,False,False,False,True,True,False,False
26000.0,2024-01,2024,1,27,False,False,True,True,False,False,False,False,True,False
250000.0,2024-01,2024,1,27,True,False,False,False,False,False,True,True,False,False
60000.0,2024-01,2024,1,27,False,True,False,False,False,False,True,True,False,False
5000.0,2024-01,2024,1,27,True,False,False,False,False,False,True,True,False,False
27000.0,2024-01,2024,1,27,True,False,False,False,False,False,True,True,False,False
50000.0,2024-01,2024,1,26,False,True,False,False,False,False,True,True,False,False
120000.0,2024-01,2024,1,25,False,True,False,False,False,False,True,True,False,False
35000.0,2024-01,2024,1,24,False,False,True,False,False,False,True,True,False,False
1000.0,2024-01,2024,1,24,False,False,True,False,False,False,True,True,False,False
300000.0,2024-01,2024,1,24,True,False,False,False,False,False,True,True,False,False
115000.0,2024-01,2024,1,23,False,True,False,False,False,False,True,True,False,False
30000.0,2024-01,2024,1,22,True,False,False,False,False,False,True,True,False,False
4000.0,2024-01,2024,1,21,True,False,False,False,False,False,True,True,False,False
150000.0,2024-01,2024,1,21,True,False,False,False,False,False,True,True,False,False
259000.0,2024-01,2024,1,20,True,False,False,False,False,False,True,True,False,False
20000.0,2024-01,2024,1,20,False,False,True,True,False,False,False,True,False,False
20000.0,2024-01,2024,1,18,False,False,True,True,False,False,False,True,False,False
111000.0,2024-01,2024,1,18,False,True,False,False,False,False,True,True,False,False
20000.0,2024-01,2024,1,16,False,True,False,False,False,False,True,True,False,False
130000.0,2024-01,2024,1,16,False,True,False,False,False,False,True,True,False,False
30000.0,2024-01,2024,1,16,False,False,True,False,False,False,True,True,False,False
20000.0,2024-01,2024,1,16,False,False,True,True,False,False,False,True,False,False
35000.0,2024-01,2024,1,16,True,False,False,False,False,False,True,True,False,False
75000.0,2024-01,2024,1,15,False,True,False,False,False,False,True,True,False,False
900.0,2024-01,2024,1,14,True,False,False,False,False,False,True,True,False,False
30000.0,2024-01,2024,1,13,False,False,True,False,False,False,True,True,False,False
60000.0,2024-01,2024,1,13,True,False,False,False,False,False,True,True,False,False
20000.0,2024-01,2024,1,13,False,False,True,True,False,False,False,True,False,False
35000.0,2024-01,2024,1,12,False,False,True,False,False,False,True,True,False,False
99000.0,2024-01,2024,1,12,False,True,False,False,False,False,True,True,False,False
30000.0,2024-01,2024,1,12,False,True,False,False,False,False,True,True,False,False
10000.0,2024-01,2024,1,11,False,True,False,False,False,False,True,True,False,False
16000.0,2024-01,2024,1,11,False,False,True,True,False,False,False,False,True,False
5000.0,2024-01,2024,1,11,False,False,True,True,False,False,False,True,False,False
400000.0,2024-01,2024,1,11,True,False,False,False,False,False,True,True,False,False
10000.0,2024-01,2024,1,11,False,False,True,True,False,False,False,True,False,False
35000.0,2024-01,2024,1,11,False,False,True,False,True,False,False,True,False,False
35000.0,2024-01,2024,1,10,False,False,True,False,True,False,False,True,False,False
20000.0,2024-01,2024,1,10,False,False,True,False,False,False,True,True,False,False
200000.0,2024-01,2024,1,9,True,False,False,False,False,False,True,True,False,False
50220.0,2024-01,2024,1,9,False,False,True,False,False,False,True,True,False,False
20000.0,2024-01,2024,1,9,False,False,True,True,False,False,False,True,False,False
200000.0,2024-01,2024,1,9,True,False,False,False,False,False,True,False,True,False
35000.0,2024-01,2024,1,9,False,False,True,False,False,False,True,True,False,False
0.0,2024-01,2024,1,9,False,False,True,False,False,False,True,False,False,True
20000.0,2024-01,2024,1,9,False,False,True,True,False,False,False,True,False,False
280000.0,2024-01,2024,1,8,False,True,False,False,False,False,True,True,False,False
40000.0,2024-01,2024,1,8,True,False,False,False,False,False,True,True,False,False
25000.0,2024-01,2024,1,7,False,True,False,True,False,False,False,True,False,False
600000.0,2024-01,2024,1,7,True,False,False,False,False,False,True,True,False,False
15000.0,2024-01,2024,1,7,True,False,False,False,False,False,True,True,False,False
72000.0,2024-01,2024,1,7,True,False,False,False,False,False,True,True,False,False
20000.0,2024-01,2024,1,6,False,False,True,True,False,False,False,True,False,False
10000.0,2024-01,2024,1,6,False,False,True,True,False,False,False,True,False,False
20000.0,2024-01,2024,1,6,False,False,True,True,False,False,False,True,False,False
60000.0,2024-01,2024,1,4,False,True,False,False,False,False,True,True,False,False
20000.0,2024-01,2024,1,4,False,False,True,True,False,False,False,True,False,False
20000.0,2024-01,2024,1,2,False,False,True,True,False,False,False,True,False,False
50000.0,2024-01,2024,1,2,False,True,False,False,False,False,True,True,False,False
20000.0,2024-01,2024,1,2,False,False,True,False,False,False,True,True,False,False
10000.0,2024-01,2024,1,2,False,False,True,True,False,False,False,True,False,False
300000.0,2024-01,2024,1,1,False,True,False,False,False,False,True,True,False,False
350000.0,2024-01,2024,1,1,True,False,False,False,False,False,True,True,False,False
30000.0,2023-12,2023,12,30,False,True,False,False,False,False,True,True,False,False
30000.0,2023-12,2023,12,29,True,False,False,False,False,False,True,False,True,False
100000.0,2023-12,2023,12,29,False,True,False,False,False,False,True,True,False,False
0.0,2023-12,2023,12,29,False,False,True,True,False,False,False,False,False,True
10000.0,2023-12,2023,12,29,False,False,True,True,False,False,False,True,False,False
20000.0,2023-12,2023,12,29,False,False,True,True,False,False,False,True,False,False
35000.0,2023-12,2023,12,28,True,False,False,False,False,False,True,False,True,False
30000.0,2023-12,2023,12,28,False,True,False,False,False,False,True,True,False,False
20000.0,2023-12,2023,12,27,False,False,True,False,False,False,True,True,False,False
20000.0,2023-12,2023,12,27,False,False,True,True,False,False,False,True,False,False
35000.0,2023-12,2023,12,27,True,False,False,False,False,False,True,True,False,False
10000.0,2023-12,2023,12,27,False,False,True,True,False,False,False,True,False,False
30000.0,2023-12,2023,12,26,False,True,False,False,False,False,True,True,False,False
70000.0,2023-12,2023,12,26,False,True,False,False,False,False,True,True,False,False
45000.0,2023-12,2023,12,26,False,False,True,True,False,False,False,True,False,False
35000.0,2023-12,2023,12,26,False,True,False,False,False,False,True,True,False,False
70000.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
220000.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
20000.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
20000.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
60000.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
40000.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
187200.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
30000.0,2023-12,2023,12,25,False,False,True,False,False,False,True,False,True,False
30000.0,2023-12,2023,12,24,False,True,False,False,False,False,True,True,False,False
4000.0,2023-12,2023,12,24,False,True,False,False,False,False,True,True,False,False
10000.0,2023-12,2023,12,24,False,True,False,True,False,False,False,True,False,False
259000.0,2023-12,2023,12,23,True,False,False,False,False,False,True,True,False,False
60000.0,2023-12,2023,12,22,False,True,False,False,False,False,True,True,False,False
200000.0,2023-12,2023,12,22,True,False,False,True,False,False,False,False,True,False
700000.0,2023-12,2023,12,22,True,False,False,False,False,False,True,False,True,False
20000.0,2023-12,2023,12,22,False,False,True,False,False,False,True,True,False,False
170560.0,2023-12,2023,12,22,True,False,False,False,False,False,True,False,True,False
130000.0,2023-12,2023,12,22,False,True,False,False,False,False,True,True,False,False
40000.0,2023-12,2023,12,22,False,True,False,False,False,False,True,False,True,False
170000.0,2023-12,2023,12,22,False,True,False,False,False,False,True,True,False,False
376000.0,2023-12,2023,12,21,True,False,False,False,False,False,True,True,False,False
35000.0,2023-12,2023,12,21,True,False,False,False,False,False,True,True,False,False
83660.0,2023-12,2023,12,21,True,False,False,False,False,False,True,False,True,False
330000.0,2023-12,2023,12,20,False,True,False,False,False,False,True,True,False,False
55000.0,2023-12,2023,12,20,False,True,False,False,False,False,True,True,False,False
257899.99999999997,2023-12,2023,12,20,True,False,False,False,False,False,True,True,False,False
10000.0,2023-12,2023,12,20,False,False,True,True,False,False,False,True,False,False
20000.0,2023-12,2023,12,20,False,False,True,True,False,False,False,True,False,False
35000.0,2023-12,2023,12,20,False,True,False,False,False,False,True,True,False,False
3000.0,2023-12,2023,12,19,True,False,False,False,False,False,True,False,True,False
300000.0,2023-12,2023,12,18,False,False,True,True,False,False,False,False,True,False
2000.0,2023-12,2023,12,18,False,False,True,False,False,False,True,False,True,False
290000.0,2023-12,2023,12,18,False,True,False,False,False,False,True,True,False,False
295000.0,2023-12,2023,12,16,True,False,False,False,False,False,True,True,False,False
430000.0,2023-12,2023,12,16,False,False,True,False,False,False,True,True,False,False
20000.0,2023-12,2023,12,16,False,False,True,False,False,False,True,True,False,False
30000.0,2023-12,2023,12,15,False,True,False,True,False,False,False,False,True,False
40000.0,2023-12,2023,12,15,False,True,False,False,False,False,True,False,True,False
40000.0,2023-12,2023,12,15,False,True,False,False,False,False,True,True,False,False
105000.0,2023-12,2023,12,15,False,True,False,False,False,False,True,True,False,False
20000.0,2023-12,2023,12,15,False,False,True,True,False,False,False,True,False,False
70000.0,2023-12,2023,12,15,False,True,False,True,False,False,False,True,False,False
30000.0,2023-12,2023,12,14,False,True,False,False,False,False,True,True,False,False
520000.0,2023-12,2023,12,13,True,False,False,False,False,False,True,True,False,False
10000.0,2023-12,2023,12,13,False,False,True,True,False,False,False,True,False,False
10000.0,2023-12,2023,12,13,False,False,True,True,False,False,False,True,False,False
20000.0,2023-12,2023,12,13,False,False,True,True,False,False,False,True,False,False
20000.0,2023-12,2023,12,12,False,False,True,True,False,False,False,True,False,False
10000.0,2023-12,2023,12,12,False,False,True,True,False,False,False,True,False,False
2000.0,2023-12,2023,12,11,False,False,True,False,False,False,True,True,False,False
30000.0,2023-12,2023,12,11,False,True,False,False,False,False,True,True,False,False
20000.0,2023-12,2023,12,11,False,False,True,False,False,False,True,True,False,False
30000.0,2023-12,2023,12,10,False,True,False,False,False,False,True,True,False,False
130000.0,2023-12,2023,12,9,False,True,False,False,False,False,True,True,False,False
25000.0,2023-12,2023,12,9,True,False,False,False,False,False,True,False,True,False
2000.0,2023-12,2023,12,9,False,False,True,False,True,False,False,True,False,False
20000.0,2023-12,2023,12,9,False,False,True,True,False,False,False,True,False,False
70000.0,2023-12,2023,12,8,False,True,False,False,False,False,True,True,False,False
5000.0,2023-12,2023,12,8,False,False,True,False,False,False,True,True,False,False
10000.0,2023-12,2023,12,8,True,False,False,False,False,False,True,True,False,False
15000.0,2023-12,2023,12,8,False,True,False,False,False,False,True,True,False,False
95000.0,2023-12,2023,12,8,False,False,True,True,False,False,False,False,True,False
20000.0,2023-12,2023,12,7,False,False,True,False,False,False,True,True,False,False
500000.0,2023-12,2023,12,7,False,False,True,False,False,False,True,True,False,False
20000.0,2023-12,2023,12,7,False,False,True,True,False,False,False,True,False,False
20000.0,2023-12,2023,12,7,False,False,True,True,False,False,False,True,False,False
10000.0,2023-12,2023,12,7,False,False,True,True,False,False,False,True,False,False
10000.0,2023-12,2023,12,6,False,False,True,True,False,False,False,True,False,False
0.0,2023-12,2023,12,6,False,False,True,False,False,False,True,False,False,True
20000.0,2023-12,2023,12,6,False,False,True,False,False,False,True,True,False,False
80000.0,2023-12,2023,12,6,False,False,True,True,False,False,False,False,True,False
20000.0,2023-12,2023,12,6,False,False,True,True,False,False,False,True,False,False
10000.0,2023-12,2023,12,6,False,False,True,True,False,False,False,True,False,False
10000.0,2023-12,2023,12,5,False,False,True,True,False,False,False,True,False,False
20000.0,2023-12,2023,12,5,False,False,True,True,False,False,False,True,False,False
75000.0,2023-12,2023,12,4,False,True,False,False,False,False,True,True,False,False
50000.0,2023-12,2023,12,4,False,True,False,False,False,False,True,True,False,False
10000.0,2023-12,2023,12,4,False,False,True,True,False,False,False,True,False,False
20000.0,2023-12,2023,12,4,False,False,True,False,False,False,True,True,False,False
10000.0,2023-12,2023,12,2,False,False,True,True,False,False,False,True,False,False
35000.0,2023-12,2023,12,2,False,False,True,False,True,False,False,True,False,False
20000.0,2023-12,2023,12,1,False,False,True,True,False,False,False,True,False,False
10000.0,2023-12,2023,12,1,False,False,True,True,False,False,False,True,False,False
220000.0,2023-12,2023,12,1,True,False,False,False,False,False,True,False,True,False
35000.0,2023-12,2023,12,1,False,False,True,False,True,False,False,True,False,False
35000.0,2023-11,2023,11,29,False,False,True,False,True,False,False,True,False,False
35000.0,2023-11,2023,11,29,False,False,True,False,True,False,False,True,False,False
20000.0,2023-11,2023,11,29,False,False,True,True,False,False,False,True,False,False
520000.0,2023-11,2023,11,29,False,True,False,False,False,False,True,True,False,False
140000.0,2023-11,2023,11,29,False,True,False,False,False,False,True,True,False,False
552000.0,2023-11,2023,11,29,False,True,False,False,False,False,True,True,False,False
35000.0,2023-11,2023,11,29,True,False,False,False,False,False,True,True,False,False
35000.0,2023-11,2023,11,29,False,False,True,False,False,False,True,False,True,False
20000.0,2023-11,2023,11,29,True,False,False,False,False,False,True,True,False,False
20000.0,2023-11,2023,11,28,False,False,True,True,False,False,False,True,False,False
20000.0,2023-11,2023,11,28,False,True,False,False,False,False,True,True,False,False
35000.0,2023-11,2023,11,27,False,False,True,False,True,False,False,True,False,False
10000.0,2023-11,2023,11,26,False,False,True,True,False,False,False,True,False,False
30000.0,2023-11,2023,11,26,False,True,False,False,False,False,True,True,False,False
4000.0,2023-11,2023,11,26,True,False,False,False,False,False,True,True,False,False
20000.0,2023-11,2023,11,25,False,False,True,True,False,False,False,True,False,False
19200.0,2023-11,2023,11,25,False,False,True,False,False,False,True,True,False,False
800000.0,2023-11,2023,11,25,True,False,False,False,False,False,True,True,False,False
35000.0,2023-11,2023,11,24,False,True,False,False,False,False,True,True,False,False
10000.0,2023-11,2023,11,23,False,False,True,True,False,False,False,True,False,False
35000.0,2023-11,2023,11,23,False,False,True,False,True,False,False,True,False,False
50000.0,2023-11,2023,11,23,True,False,False,False,False,False,True,True,False,False
